0.00000, 0.00000
0.00000, 0.00000
0.00000, 0.00000
2.75204, 12.38434
2.75204, 12.38434
2.70037, 12.42582
2.70037, 12.42582
2.70037, 12.42582
2.73393, 12.46818
2.74945, 12.47446
2.74945, 12.47446
2.72686, 12.49023
2.71279, 12.50548
2.70400, 12.52050
2.69422, 12.53605
2.69422, 12.53605
2.68979, 12.53447
2.68979, 12.53447
2.69183, 12.53368
2.69411, 12.53207
2.69419, 12.53845
2.69419, 12.53845
2.69419, 12.53845
2.69097, 12.54206
2.69097, 12.54206
2.68828, 12.54042
2.68828, 12.54042
2.69645, 12.54272
2.68908, 12.54263
2.68991, 12.54630
2.68718, 12.55035
2.68886, 12.55293
2.69293, 12.55531
2.69490, 12.55885
2.69102, 12.56610
2.69102, 12.56610
2.68810, 12.57172
2.68810, 12.57172
2.69313, 12.58681
2.69313, 12.58681
2.69668, 12.59464
2.69776, 12.60248
2.68975, 12.62384
2.68975, 12.62384
2.68489, 12.65077
2.68489, 12.65077
2.68390, 12.66344
2.67428, 12.69560
2.67688, 12.70362
2.67341, 12.71813
2.67230, 12.74507
2.67209, 12.75887
2.66897, 12.78524
2.66897, 12.78524
2.67122, 12.80889
2.67465, 12.82003
2.67698, 12.86197
2.67698, 12.86197
2.66990, 12.89031
2.66716, 12.90205
2.66621, 12.92794
2.66621, 12.92794
2.66621, 12.92794
2.66138, 12.98085
2.65448, 13.01408
2.65448, 13.01408
2.64769, 13.04308
2.64412, 13.06101
2.64057, 13.07513
2.63199, 13.09136
2.62583, 13.10652
2.61550, 13.12519
2.60573, 13.14164
2.57616, 13.19777
2.55097, 13.23036
2.54004, 13.24808
2.52378, 13.26507
2.51084, 13.28102
2.47909, 13.31473
2.46053, 13.32778
2.42167, 13.35987
2.40162, 13.37272
2.38141, 13.38710
2.36064, 13.39770
2.31514, 13.42656
2.31514, 13.42656
2.27002, 13.45082
2.24593, 13.46220
2.22001, 13.47440
2.19732, 13.48272
2.15011, 13.50213
2.15011, 13.50213
2.09321, 13.51659
2.06613, 13.52485
2.00812, 13.53616
2.00812, 13.53616
1.95108, 13.54572
1.95108, 13.54572
1.89420, 13.54868
1.86335, 13.55141
1.83860, 13.55055
1.81048, 13.54699
1.75359, 13.53640
1.72391, 13.52928
1.67078, 13.51567
1.67078, 13.51567
1.62230, 13.49777
1.62230, 13.49777
1.55136, 13.46134
1.55136, 13.46134
1.52836, 13.44870
1.50618, 13.43397
1.46957, 13.40456
1.45290, 13.39238
1.41379, 13.36182
1.41379, 13.36182
1.38087, 13.33565
1.36472, 13.32113
1.33225, 13.29311
1.33225, 13.29311
1.30499, 13.26871
1.29142, 13.25527
1.26539, 13.23646
1.25239, 13.22889
1.24187, 13.22227
1.23198, 13.21379
1.21353, 13.19175
1.21353, 13.19175
1.19405, 13.17296
1.18566, 13.16284
1.16694, 13.15059
1.15840, 13.14526
1.14320, 13.13154
1.10616, 13.11152
1.08444, 13.09245
