Nodes:
59: (5.15, 11.24)
39: (3.79, 10.17)
40: (1.65, 10.25)
41: (0.83, 7.51)

Edge Points:
(5.15, 11.24)
(5.14, 10.78)
(5.12, 10.38)
(4.82, 10.25)
(4.34, 10.19)
(3.79, 10.17)
(3.79, 10.17)
(2.49, 10.15)
(1.65, 10.25)
(1.65, 10.25)
(1.31, 10.21)
(1.03, 10.19)
(0.85, 9.88)
(0.80, 9.60)
(0.80, 9.31)
(0.80, 8.91)
(0.78, 8.46)
(0.84, 8.07)
(0.78, 7.69)
(0.83, 7.51)
